Herbarium,catalognumber,Scanned,Device,zspecid,scandate,Trial,By,notes,Family,Genus,Species,State,County,Latitude,Longitude,Data,Rt,Iof,Shift(C),Counts(C),Counts(R),Simulate(R),Hydrogen,Nitrogen,Phosphorus,Sulfur,Chlorine,Potassium,Calcium,Titanium,Chromium,Manganese,Iron,Nickel,Copper,Zinc,Arsenic,Selenium,Bromine,Rubidium,Strontium,Yttrium,Barium,Cerium,Praseodymium,Samarium,Gadolinium,Dysprosium,Tungsten,Mercury,Lead,Bismuth,SPPDP[Z/L]
SBBG,229710,Y,1,52030,11/14/2025,d,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Santa Barbara,0,0,52030-SampleName-20251114194044,0.00430984,1,-0.0124045,88840.2,14225.8,14225.8,396806,592240,0,0,975.455,4807.46,1621.32,2295.97,1.69922,21.9083,425.953,0.990146,12.5459,17.356,1.09179,0,54.0928,5.13731,13.053,0,700.731,0,0,0,0,0,1.53548,0.96356,0,#VALUE!,0
SBBG,229710,Y,1,52031,11/14/2025,e,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Santa Barbara,0,0,52031-SampleName-20251114194140,0.00629421,1,-0.0119952,129369,19955.4,19955.4,398501,594425,0,0,734.788,3599.59,1531.65,548.866,2.37209,22.4717,274.147,0.136594,10.5042,14.3294,0.812011,0,33.454,3.36695,23.6482,0,265.518,0,0,4.35204,0,6.00522,1.18394,0.445221,0,#VALUE!,0
SBBG,229710,Y,1,52032,11/14/2025,f,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Santa Barbara,0,0,52032-SampleName-20251114194244,0.00423124,1,-0.00969981,90328.9,12821.4,12821.4,431405,561563,0,0,910.619,4417.42,1207.66,77.1813,0,23.0583,241.282,0,12.374,12.4249,0.998158,0,52.8514,3.08279,15.3674,0,46.562,0,0,0,0,9.99217,3.4922,2.26933,0,#VALUE!,0
SBBG,229711,Y,1,52033,11/14/2025,a,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Butte,39.454917,-121.494806,52033-SampleName-20251114194357,0.00372073,1,-0.0102306,79324.8,11414.6,11414.6,435683,555614,0,0,335.123,4241.21,1984.73,1428.96,3.83681,26.5308,47.3337,2.7693,11.4811,34.0333,0,0,63.667,5.80778,7.74592,0,502.194,0,0,0,6.66246,5.30017,0,0.873916,0,#VALUE!,0
SBBG,229711,Y,1,52034,11/14/2025,b,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Butte,39.454917,-121.494806,52034-SampleName-20251114194453,0.005094,1,-0.00477333,108170,15432.3,15432.2,431796,559514,0,0,472.252,5441.25,2404.78,121.379,0,42.1101,53.1457,0.89179,10.6413,39.5535,0,0,52.589,5.90593,7.8549,0,40.5781,0,0,0,0,4.40762,0,0.519298,0,#VALUE!,0
SBBG,229711,Y,1,52035,11/14/2025,c,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Butte,39.454917,-121.494806,52035-SampleName-20251114194550,0.00432852,1,-0.00106255,92736.2,12979.7,12979.6,440696,549596,0,0,413.575,5958.74,3007.48,59.9397,0.571621,35.0896,81.3065,0.665732,9.65904,39.0482,0.0866677,0,51.9784,8.60033,12.3037,0,26.6309,0,0,0,0,8.74323,0,0.948515,0,#VALUE!,0
SBBG,229711,Y,1,52036,11/14/2025,d,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Butte,39.454917,-121.494806,52036-SampleName-20251114194646,0.00436986,1,-0.00889763,93637.5,13215.9,13215.9,441349,546946,0,0,446.496,6589.96,4217.06,143.541,1.8976,103.294,22.1312,0.285205,13.9325,19.2779,0.835144,0,60.3716,10.1589,7.80328,0,81.784,0,0,0,0,5.65085,0,0.236342,0,#VALUE!,0
SBBG,229711,Y,1,52037,11/14/2025,e,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Butte,39.454917,-121.494806,52037-SampleName-20251114194742,0.00456146,1,-0.00838623,97326.3,13765.1,13765,435314,555801,0,0,340.546,4967.07,3264.15,72.9751,1.90055,75.8238,52.8936,0,11.7395,13.648,0.0661076,0,50.7637,6.01338,7.94734,0,29.4248,0,0,0,0,3.56712,0,0.833994,0,#VALUE!,0
SBBG,229711,Y,1,52038,11/14/2025,f,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis var. consanguinea,California,Butte,39.454917,-121.494806,52038-SampleName-20251114194840,0.00572812,1,-0.0104357,121784,16884.3,16884.2,441819,550302,0,62.4775,368.018,4712.69,2345.5,105.047,0.681292,69.8015,54.1111,0.66414,11.4254,17.2619,0.128774,0,36.4041,11.7231,8.39366,0,79.6982,0,0,0,0,6.73805,0,0,1.49731,#VALUE!,0
SBBG,224378,Y,1,52039,11/14/2025,a,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.6845,-120.6036,52039-SampleName-20251114194950,0.00311155,1,-0.00293106,67235.7,9428.08,9428.07,448171,540761,0,0,3033.69,2567.74,4256.8,22.0402,0,42.6841,250.472,0,17.6512,675.961,1.30721,0,122.39,0,19.3023,0,50.8156,0,0,0,0,0,2.52524,12.8932,0,#VALUE!,0
SBBG,224378,Y,1,52040,11/14/2025,b,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.6845,-120.6036,52040-SampleName-20251114195051,0.0034842,1,-0.0124927,73030.6,11040,11040,418063,571211,0,0,1621.2,4373.38,2239.4,1439.08,2.16111,33.7425,262.25,1.57962,13.2461,262.98,1.1396,0,84.045,0,25.9524,0,360.331,0,0,0,0,0,1.0743,9.87101,0,#VALUE!,0
SBBG,224378,Y,1,52041,11/14/2025,c,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.6845,-120.6036,52041-SampleName-20251114195148,0.0037843,1,-0.01009,81826.6,11080.7,11080.7,452401,540320,0,0,1822.46,2661.96,2084.95,88.3087,0.737725,32.0168,215.078,0.275812,13.3739,221.74,2.52522,0,93.1317,2.73571,19.8015,0,19.4093,0,0,0,0,0,0,6.62001,0,#VALUE!,0
SBBG,224378,Y,1,52042,11/14/2025,d,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.6845,-120.6036,52042-SampleName-20251114195246,0.00372881,1,-0.00855962,79001.4,11701,11701,426412,562727,0,0,735.549,5268.14,2944.48,401.987,4.34629,58.9315,127.693,0.855665,25.307,1023.87,0,0,81.3514,1.8248,24.9618,0,153.131,0,0,0,0,0,0,19.5724,0,#VALUE!,0
SBBG,224378,Y,1,52043,11/14/2025,e,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.6845,-120.6036,52043-SampleName-20251114195342,0.00237818,1,-0.00132119,51120.2,6979.02,6979.02,454091,536379,0,0,675.179,5971.12,1968.52,90.5752,0.727713,76.1939,164.532,0,13.5208,413.395,1.23369,0,70.3445,2.1117,33.7043,0,54.6967,0,0,0,0,0,0.702269,7.50672,1.6705,#VALUE!,0
SBBG,224378,Y,1,52044,11/14/2025,f,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.6845,-120.6036,52044-SampleName-20251114195439,0.00628122,1,-0.00736016,133503,19081.4,19081.4,431569,559867,0,66.4286,850.247,5100,1812.96,8.05953,0,44.667,136.973,0.275264,14.4092,413.394,0.340981,0,60.7392,1.49622,54.8661,0,0,0,0,0,0,0,0,7.73901,0,#VALUE!,0
SBBG,224388,Y,1,52045,11/14/2025,a,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.283,-119.307,52045-SampleName-20251114195553,0.00623393,1,-0.00107658,130296,18937.4,18937.4,420871,572698,0,0,1238.76,3184.17,1243.63,24.5932,1.03605,11.2636,487.302,1.89674,16.1339,39.7947,0,0,78.3079,5.67834,31.8408,0,28.0227,0,0,0,0,0,1.87303,36.9882,1.38662,#VALUE!,0
SBBG,224388,Y,1,52046,11/14/2025,b,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.283,-119.307,52046-SampleName-20251114195706,0.00514383,1,-0.0131795,108226,15467.2,15467.1,428625,565644,0,0,1033.7,2391.58,1264.66,71.5809,1.79765,13.5517,639.245,1.4961,16.0186,35.1411,0,0,98.5097,6.89227,31.2931,0,64.9029,0,0,0,0,0,10.7871,50.4352,1.22576,#VALUE!,0
SBBG,224388,Y,1,52047,11/14/2025,c,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.283,-119.307,52047-SampleName-20251114195803,0.00636666,1,-0.00417707,131150,20227.2,20227.2,405570,584786,0,0,1665.77,4472.6,2080.15,73.694,3.71042,22.0208,1002.79,2.08228,16.1844,48.2676,1.51921,0,112.689,6.87608,27.9049,0,0,0,0,0,0,0,51.2036,59.351,0.967366,#VALUE!,0
SBBG,224388,Y,1,52048,11/14/2025,d,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.283,-119.307,52048-SampleName-20251114195928,0.00461381,1,-0.00189167,94299.5,14525.2,14525.2,394831,600037,0,0,728.498,1120.54,2130.78,277.428,1.81495,14.2063,475.951,1.1069,10.7614,41.869,0,0,74.2831,3.22082,37.988,0,170.005,0,0,0,0,6.4147,0,39.2619,0,#VALUE!,0
SBBG,224388,Y,1,52049,11/14/2025,e,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.283,-119.307,52049-SampleName-20251114200024,0.00423987,1,-0.00147677,85059.9,13876.7,13876.7,371951,622514,0,0,423.166,1746.68,2076.6,392.331,2.20132,9.18573,388.925,1.31685,12.9567,34.4807,0,0.467752,68.1048,1.1195,29.0783,0,308.447,0,0,0,0,7.48928,0,33.2553,0,#VALUE!,0
SBBG,224388,Y,1,52050,11/14/2025,f,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.283,-119.307,52050-SampleName-20251114200121,0.0070741,1,-0.00739133,149225,21378.9,21378.9,426621,567712,0,0,599.296,1997.64,2312.57,38.8829,1.00114,16.3992,429.799,1.33392,15.9454,53.762,1.89296,0.544976,64.3658,4.15237,43.4183,0,55.2002,0,0,0,0,4.69175,0,29.195,0,#VALUE!,0
SBBG,224390,Y,1,52051,11/14/2025,a,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.2748,-119.2833,52051-SampleName-20251114200249,0.00539261,1,-0.0108558,114568,16333.5,16333.4,431476,561657,0,37.6513,826.948,1620.69,3379.12,177.396,1.50888,37.9222,460.432,1.50207,18.2441,59.6744,0,0,72.595,2.14802,19.9652,0,78.011,0,0,4.52394,0,0,0,74.0692,1.24402,#VALUE!,0
SBBG,224390,Y,1,52052,11/14/2025,b,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.2748,-119.2833,52052-SampleName-20251114200350,0.0136786,1,-0.0116025,279280,41385,41384.9,408814,586542,0,39.823,714.575,2253.23,1210.74,28.9181,0.563619,8.96181,223.152,0.143308,11.2393,34.5271,0,0,37.9417,2.04625,22.5002,0,15.2408,0,0,0,0,0,0,41.6575,0.595651,#VALUE!,0
SBBG,224390,Y,1,52053,11/14/2025,c,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.2748,-119.2833,52053-SampleName-20251114200446,0.00372923,1,-0.0111639,79005.6,11465.4,11465.4,427676,564337,0,23.5149,797.698,3143.85,2763.35,344.854,4.50102,22.8434,491.074,1.54429,24.8833,67.6024,1.87056,0,82.6119,2.23921,15.9941,0,130.904,0,0,0,0,3.96239,0,67.6142,0,#VALUE!,0
SBBG,224390,Y,1,52054,11/14/2025,d,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.2748,-119.2833,52054-SampleName-20251114200601,0.00704427,1,-0.0010144,151043,20767.2,20767.2,439085,557406,0,0,371.324,1907.38,605.94,350.704,0.0957226,2.48447,50.0668,0,8.46946,41.2543,0,0,29.9384,1.25111,6.38809,0,119.848,0,0,0,0,2.74878,0.360887,11.8601,0,#VALUE!,0
SBBG,224390,Y,1,52055,11/14/2025,e,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.2748,-119.2833,52055-SampleName-20251114200656,0.00449005,1,-0.0122571,96062.8,13463.3,13463.3,435687,558917,0,0,731.206,2176.73,1622.41,346.149,2.41835,9.74982,188.617,0.574098,10.389,56.6433,0,0,58.8518,3.51896,9.5538,0,138.29,0,0,0,0,6.37943,0,36.4781,0,#VALUE!,0
SBBG,224390,Y,1,52056,11/14/2025,f,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.2748,-119.2833,52056-SampleName-20251114200753,0.0101153,1,-0.0133696,203983,31092.3,31092.3,395740,600031,0,0,521.502,2187.55,1059.55,155.149,0.269638,3.82044,105.154,0.2651,9.5567,34.4136,0,0.234125,20.3005,1.71789,19.8333,0,86.7028,0,0,0,0,4.88154,0,18.2013,0,#VALUE!,0
SBBG,224387,Y,1,52057,11/14/2025,a,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.248,-119.2624,52057-SampleName-20251114200929,0.00415312,1,-0.0123583,88201.7,12475.5,12475.5,438881,552239,0,29.2485,1309.67,4287.43,1983.27,108.231,1.66008,36.1712,923.719,2.69743,9.92669,26.0659,0,0,79.8139,5.51988,24.2106,0,50.9819,0,0,0,0,0,2.35171,6.16935,0,#VALUE!,0
SBBG,224387,Y,1,52058,11/14/2025,b,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.248,-119.2624,52058-SampleName-20251114201025,0.00413119,1,-0.00136278,85289.6,13050.4,13050.4,405937,585544,0,0,733.682,4344.48,1527.7,317.632,2.64499,22.997,1319.85,3.73926,11.2237,24.5524,0.915892,0.562397,52.4612,9.77516,26.0216,0,115.436,0,0,0,0,4.62191,0,3.72096,0,#VALUE!,0
SBBG,224387,Y,1,52059,11/14/2025,c,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.248,-119.2624,52059-SampleName-20251114201133,0.00551027,1,-0.00892116,114462,17180.1,17180,410375,582453,0,0,595.741,3973.49,1449.51,258.079,2.95418,17.893,602.597,2.8025,14.8999,24.6082,0,0.399466,36.0403,5.49438,30.6524,1.54911,145.888,0,0,0,0,4.59872,0.503679,7.13153,0,#VALUE!,0
SBBG,224387,Y,1,52060,11/14/2025,d,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.248,-119.2624,52060-SampleName-20251114201252,0.00220434,1,-0.0110047,47903.5,6602.37,6602.37,455844,535563,0,0,230.844,1923.46,3471.71,1655.37,3.90568,39.8633,634.724,3.89798,33.3472,42.7063,0.501787,0,106.885,2.98773,23.2343,0,417.356,0,0,0,0,6.42567,0,3.88497,0,#VALUE!,0
SBBG,224387,Y,1,52061,11/14/2025,e,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.248,-119.2624,52061-SampleName-20251114201407,0.00283153,1,-0.00158644,58945.1,9145.13,9145.12,410313,580218,0,0,321.66,3208.96,1861.16,2800.92,4.36285,6.91573,303.087,1.73042,30.2594,50.2653,0,0,78.8243,4.05415,26.3173,3.07138,744.906,0,0,6.09584,0,11.1097,2.5991,3.9875,0,#VALUE!,0
SBBG,224387,Y,1,52062,11/14/2025,f,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Ventura,34.248,-119.2624,52062-SampleName-20251114201504,0.00560245,1,-0.00534347,119456,16330.7,16330.6,446580,547621,0,18.0817,469.222,1787.11,2527.49,67.6081,0.78935,27.3223,720.415,4.65428,30.2565,33.5428,0,0,35.5173,5.10121,40.5413,7.9433,20.0456,0,0,0,0,4.45446,0,4.57175,0,#VALUE!,0
SBBG,224322,Y,1,52063,11/14/2025,a,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis,California,Ventura,34.163894,-118.879818,52063-SampleName-20251114201635,0.00716203,1,-0.0103557,150873,21500.8,21500.8,425682,568828,0,0,640.471,2911.85,1569.94,19.961,2.71232,21.5576,203.522,0,9.15771,12.8462,0.00563829,0,64.4402,10.6371,19.8015,0,0,0,0,0,0,4.69999,0,1.26042,0.852475,#VALUE!,0
SBBG,224322,Y,1,52064,11/14/2025,b,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis,California,Ventura,34.163894,-118.879818,52064-SampleName-20251114201732,0.00596693,1,-0.0115422,127090,17416.8,17416.7,444277,549410,0,0,812.587,3184.32,1871.32,16.6758,0,26.5362,251.675,0.12906,9.21222,10.3279,0.131328,0,65.9259,12.4651,11.0013,0,37.9225,0,0,0,0,6.87563,0,0.928018,0,#VALUE!,0
SBBG,224322,Y,1,52065,11/14/2025,c,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis,California,Ventura,34.163894,-118.879818,52065-SampleName-20251114201829,0.00885071,1,-0.00678989,180737,26957.4,26957.4,408218,585995,0,0,552.695,3228.7,1633.32,67.3262,0.514969,22.6293,142,0.492296,7.6567,12.1455,0,0,40.754,10.8767,17.8385,0,50.5136,0,0,0,0,0,0,2.31322,0.745684,#VALUE!,0
SBBG,224322,Y,1,52066,11/14/2025,d,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis,California,Ventura,34.163894,-118.879818,52066-SampleName-20251114201934,0.0100919,1,-0.0132187,208803,29212.5,29212.5,431209,564508,0,0,665.108,2332.35,933.118,16.878,0.116788,15.406,216.788,0.193669,7.03822,15.8371,0,0,41.7491,5.93488,16.334,0,13.0407,0,0,0,0,3.94878,0,0.828635,0.708506,#VALUE!,0
SBBG,Blank,,1,52067,11/14/2025,,Alek,,,,,,,,,52067-SampleName-20251114202032,0.00670673,1,-0.00118157,146334,17399.8,17399.8,490111,509377,0,0,69.5463,326.921,91.2136,2.74061,0.0660777,1.73425,0,0,5.32478,2.20424,0.138657,0,0,0.699628,0,0,9.19696,0,0,0,0,2.92878,0,0,0,#VALUE!,0
SBBG,224322,Y,1,52068,11/14/2025,e,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis,California,Ventura,34.163894,-118.879818,52068-SampleName-20251114202151,0.0110914,1,-0.00907579,231647,32472.6,32472.6,433401,561408,0,171.544,875.52,2726.05,980.898,11.1696,0,18.453,295.2,0.124186,9.18151,13.2225,0,0,47.489,9.18894,12.4626,0,17.3158,0,0,0,0,4.9643,0,2.14646,0,#VALUE!,0
SBBG,224322,Y,1,52069,11/14/2025,f,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis,California,Ventura,34.163894,-118.879818,52069-SampleName-20251114202256,0.013609,1,-0.0129859,277608,40403.5,40403.5,415188,580443,0,109.543,609.843,2341.5,942.371,20.0452,0.135604,14.7609,226.132,0.544967,8.16128,14.0374,0,0.19475,44.6586,6.45368,17.778,0,10.2371,0,0,0,0,3.1883,0,1.38379,0,#VALUE!,0
SBBG,224367,Y,1,52070,11/14/2025,a,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Mendocino,39.23518,-123.15176,52070-SampleName-20251114202428,0.00743761,1,-0.00687843,159020,21973.3,21973.3,444501,547055,0,0,406.683,5972.75,1785.54,21.3958,1.23128,18.1946,86.5732,1.42233,15.474,12.013,0.247349,0,56.0868,6.69294,26.6202,0,23.483,0,3.18678,0,4.0941,5.44573,0,0.588922,0,#VALUE!,0
SBBG,224367,Y,1,52071,11/14/2025,b,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Mendocino,39.23518,-123.15176,52071-SampleName-20251114202531,0.00746468,1,-0.0080063,156479,22676.7,22676.7,422014,570693,0,0,379.849,5474.02,1218.81,14.5599,1.36272,13.2254,80.5518,1.48287,18.404,11.9474,0,0.269212,29.9048,7.15085,21.8632,0,16.2198,0,0,0,0,3.16246,0.512033,1.80258,0,#VALUE!,0
SBBG,224367,Y,1,52072,11/14/2025,c,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Mendocino,39.23518,-123.15176,52072-SampleName-20251114202631,0.00563311,1,-0.00709064,120435,16679.6,16679.6,441617,550905,0,0,324.834,5180.95,1785.04,10.3015,0.323963,23.6034,53.8005,0.406261,16.1936,7.21681,0.235296,0,39.7988,6.04128,11.1087,0,17.704,0,0,0,0,5.11415,0,0.105242,0,#VALUE!,0
SBBG,224367,Y,1,52073,11/14/2025,d,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Mendocino,39.23518,-123.15176,52073-SampleName-20251114202733,0.00600911,1,-0.0078622,127448,18145.7,18145.7,433129,557602,0,0,108.026,6635.71,2318.96,12.7012,1.67277,22.4137,42.62,0,10.1226,9.06379,0.12231,0,48.3241,2.69055,24.0259,0,23.771,0,0,5.53285,0,7.36606,0,0.189031,0,#VALUE!,0
SBBG,224367,Y,1,52074,11/14/2025,e,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Mendocino,39.23518,-123.15176,52074-SampleName-20251114202829,0.00897115,1,-0.00381614,187418,26957.8,26957.8,424867,568280,0,0,139.724,4843.64,1609.29,61.6142,0.936797,13.3204,35.0075,0,11.2803,14.6491,0.183335,0.268796,23.4213,3.50363,32.1372,0,62.6729,0,0,0,0,2.70759,0,0.546866,0.576977,#VALUE!,0
SBBG,224367,Y,1,52075,11/14/2025,f,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Mendocino,39.23518,-123.15176,52075-SampleName-20251114202924,0.00417521,1,-0.00892472,88823.8,12701.3,12701.3,433115,557210,0,0,199.832,6696.63,2167.78,357.249,0.595581,14.369,19.217,0.532845,9.03142,8.39686,0,0,46.9483,2.32827,13.87,0,131.355,0,0,0,0,7.73542,0,2.44841,0,#VALUE!,0
SBBG,224373,Y,1,52076,11/14/2025,a,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Monterey,36.387997,-121.899785,52076-SampleName-20251114203040,0.00813734,1,-0.00754356,172233,24025.3,24025.3,434411,560356,0,48.905,557.946,1504.94,2805.21,37.1801,0.555386,36.3642,129.412,0.205422,8.60024,12.1616,0.20814,0,47.2474,2.81074,20.2036,0,16.6527,0,0,0,0,9.60782,0,0.851252,0,#VALUE!,0
SBBG,224373,Y,1,52077,11/14/2025,b,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Monterey,36.387997,-121.899785,52077-SampleName-20251114203141,0.00999303,1,-0.00957097,204917,30510.3,30510.3,407314,587513,0,0,971.211,1448.15,2285.88,170.769,1.43151,28.6578,76.2107,0.344601,5.23132,13.0398,0,0,48.7718,2.08014,45.5947,0,72.8832,0,0,0,0,3.37158,0.753923,2.32237,0.605662,#VALUE!,0
SBBG,224373,Y,1,52078,11/14/2025,c,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Monterey,36.387997,-121.899785,52078-SampleName-20251114203237,0.0044803,1,-0.0135098,95298.2,13241,13240.9,438914,554303,0,0,1432.74,1290.48,3541.95,129.421,0.18419,37.3805,113.267,0.453312,11.7286,29.2511,0.664702,0,87.2713,2.53756,36.0539,0,74.5949,0,0,0,0,0,1.27785,0.776464,0,#VALUE!,0
SBBG,224373,Y,1,52079,11/14/2025,d,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Monterey,36.387997,-121.899785,52079-SampleName-20251114203338,0.00466415,1,-0.0130023,100361,13304.4,13304.4,453488,542741,0,0,432.463,1576.91,1413,41.5782,0.268032,14.1383,115.196,0,9.06812,27.813,0,0,64.6689,3.44231,31.7935,0,35.8685,0,0,0,0,5.30322,0.675819,1.7411,0,#VALUE!,0
SBBG,224373,Y,1,52080,11/14/2025,e,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Monterey,36.387997,-121.899785,52080-SampleName-20251114203437,0.00633205,1,-0.0124092,128433,20306.1,20306.1,385389,608583,0,0,1119.92,2239.45,1456.51,716.827,0.581044,7.87161,45.6989,0.372787,8.15354,23.4915,0.840669,0,49.9502,1.42835,35.8177,0,315.033,0,0,0,0,6.83268,0.877884,0,0,#VALUE!,0
SBBG,224373,Y,1,52081,11/14/2025,f,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Monterey,36.387997,-121.899785,52081-SampleName-20251114203534,0.00701663,1,-0.0110746,149419,20498.7,20498.7,439593,555970,0,0,1203.65,1466.33,1520.15,22.4534,0,10.7292,72.3118,0,8.21903,21.8679,0.382443,0,69.2876,2.11574,23.9626,0,10.2693,0,0,0,0,4.16709,0.634022,1.44779,1.11938,#VALUE!,0
SBBG,224315,Y,1,52082,11/14/2025,a,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.032,-119.702,52082-SampleName-20251114203642,0.0030785,1,-0.00100663,66085.7,8996.48,8996.47,448912,543451,0,0,975.216,4578.28,1757.24,20.616,0.397262,38.4811,89.2402,1.79053,20.4273,29.7756,0,0,91.2861,1.69724,22.9845,0,0,0,0,0,0,12.4995,0,4.26978,0,#VALUE!,0
SBBG,224315,Y,1,52083,11/14/2025,b,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.032,-119.702,52083-SampleName-20251114203738,0.00676787,1,-0.0103441,139966,21115.2,21115.2,406805,584605,0,0,1445.6,6109.41,827.558,12.2039,0.0438619,21.4474,76.2059,3.44487,9.98021,13.1309,0.224235,0,37.7008,8.18872,11.7472,0,10.2687,0,0,0,0,2.83661,0.715035,1.62509,0.803323,#VALUE!,0
SBBG,224315,Y,1,52084,11/14/2025,c,Alek,Male,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.032,-119.702,52084-SampleName-20251114203836,0.00715051,1,-0.00650176,149573,21994.9,21994.9,420719,570335,0,97.7957,1383.33,6196.57,650.783,297.346,0.430742,21.7019,70.9001,1.94568,12.4027,11.5295,0.0515428,0,39.2536,10.0302,4.05188,0,141.871,0,0,0,0,5.82301,1.14877,0.989059,1.06784,#VALUE!,0
SBBG,224315,Y,1,52085,11/14/2025,d,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.032,-119.702,52085-SampleName-20251114203933,0.00312403,1,-0.0125281,68566.4,8954.78,8954.78,467808,524134,0,0,870.776,4412.11,2312.13,123.564,4.64666,67.9443,90.6377,1.75675,13.5783,11.3691,0.932081,0,77.4709,4.65236,8.5808,0,59.7621,0,0,0,0,9.5256,0,2.62849,0,#VALUE!,0
SBBG,224315,Y,1,52086,11/14/2025,e,Alek,Female,Asteraceae,Baccharis,Baccharis pilularis subsp. consanguinea,California,Santa Barbara,34.032,-119.702,52086-SampleName-20251114204029,0.00374202,1,-0.00869298,78974.1,11537.4,11537.4,424678,566980,0,0,1058.49,3895.52,2108.51,673.474,8.22829,64.4293,139.941,5.61585,14.2713,9.95976,0,0,69.3249,4.52146,15.0693,0,269.176,0,0,0,0,11.6014,0,4.81448,1.4712,#VALUE!,0
